,freq,term,label
4128,4,cartesian,o
4129,34,categories,o
4130,5,cavities,o
4131,27,challenging_task,o
4132,3,characterization,o
4133,7,charon,o
4134,4,chart,o
4135,6,chinese_characters,o
4136,3,cine,o
4137,4,classical_methods,o
4138,7,clipping,o
4139,4,clue,o
4140,6,coal,o
4141,3,collocation,o
4142,11,commercial_software,software_engineering
4143,3,composition,o
4144,3,computational_difficulty,distributed_computing
4145,7,computational_problem,o
4146,36,computed_tomography,computer_graphics
4147,380,computer,o
4148,4,computer_aided_design,computer_graphics
4149,141,computer_graphics,computer_graphics
4150,5,computer_graphics_application,computer_graphics
4151,4,computer_graphics_techniques,computer_graphics
4152,5,computer_graphics_technology,computer_graphics
4153,59,computer_vision,computer_graphics
4154,13,computer_vision_algorithm,computer_graphics
4155,4,computer_vision_community,computer_graphics
4156,10,computer_vision_task,computer_graphics
4157,17,computer_vision_techniques,computer_graphics
4158,4,conductor,o
4159,10,conservation,o
4160,108,constraint,o
4161,6,correlation,o
4162,37,correspondence,o
4163,118,creating,o
4164,4,creative_commons_attribution,o
4165,6,crowd,o
4166,7,crucial_step,o
4167,23,data_fusion,data_structures
4168,5,database_content,o
4169,4,dataset,o
4170,4,deform,o
4171,9,deformation,o
4172,6,degrees_c.,computer_graphics
4173,3,delivery,o
4174,14,demonstration,o
4175,4,dense_sampling,o
4176,7,depth_camera,computer_graphics
4177,6,depth_image,computer_graphics
4178,11,derivation,o
4179,113,detail,o
4180,5,developed_algorithm,algorithm_design
4181,10,diagnosis,o
4182,11,digital_camera,computer_graphics
4183,4,digital_fabrication,o
4184,10,digital_signal,o
4185,10,discontinuity,o
4186,4,discriminability,o
4187,43,display,o
4188,13,displaying,o
4189,5,distribution_function,o
4190,25,division,o
4191,12,domain_adaptation,machine_learning
4192,8,dose,o
4193,4,droplet_size,o
4194,21,dynamic_range,o
4195,5,dynamic_scene,computer_graphics
4196,4,efficient_tool,o
4197,10,elaborate,o
4198,3,embryo,o
4199,6,energy_functional,o
4200,6,engineering_process,software_engineering
4201,3,enormous_number,o
4202,4,enthusiasm,o
4203,16,estimation_method,o
4204,3,existing_framework,o
4205,12,existing_methods,o
4206,3,exporting,o
4207,7,fabrication,o
4208,12,face,o
4209,10,feature_points,computer_graphics
4210,68,filtering,o
4211,3,final_state,o
4212,7,finding,o
4213,3,fine_detail,o
4214,15,fish,o
4215,10,flame,o
4216,21,fluid,o
4217,3,fluorescence,o
4218,13,fuel,o
4219,14,fundamental_problem,o
4220,4,fusion,o
4221,8,gait_recognition,computer_graphics
4222,7,gamma,o
4223,4,generated_image,computer_graphics
4224,3,generative_algorithms,machine_learning
4225,4,generic_objects,computer_graphics
4226,8,geometric,o
4227,4,geometric_information,o
4228,4,geometric_modeling,o
4229,25,gesture,o
4230,6,gpu_parallel_computing,distributed_computing
4231,4,gpu_programming,computer_programming
4232,270,graphic,o
4233,4,group_testing,o
4234,8,hair,o
4235,10,hand_gesture,computer_graphics
4236,5,harris,o
4237,7,head-mounted_display,computer_graphics
4238,4,heading,o
4239,5,healthy_subjects,o
4240,5,heat_conduction,o
4241,13,hevc,computer_graphics
4242,12,high-resolution,o
4243,4,high-throughput_phenotyping,o
4244,19,histogram,o
4245,7,hole,o
4246,4,homography,o
4247,7,hull,o
4248,4,human-machine_interface,o
4249,7,human_action_recognition,computer_graphics
4250,9,human_activity_recognition,computer_graphics
4251,4,human_behavior,o
4252,7,human_perception,o
4253,5,human_vision,computer_graphics
4254,4,humanity,o
4255,3,hybrid_reality,o
4256,10,hyperspectral,o
4257,3,illumination,o
4258,7,illumination_change,computer_graphics
4259,131,image,o
4260,20,image_data,computer_graphics
4261,12,image_information,o
4262,5,image_noise,computer_graphics
4263,109,image_processing,computer_graphics
4264,7,image_processing_and_computer_vision,computer_graphics
4265,22,image_processing_method,computer_graphics
4266,4,image_processing_system,computer_graphics
4267,6,image_processing_techniques,computer_graphics
4268,10,image_registration,computer_graphics
4269,66,image_segmentation,computer_graphics
4270,27,image_sequence,computer_graphics
4271,12,images,computer_graphics
4272,131,imaging,computer_graphics
4273,11,imaging_modalities,computer_graphics
4274,18,imaging_system,computer_graphics
4275,8,imaging_technique,computer_graphics
4276,3,implicit_function,o
4277,5,importance_sampling,machine_learning
4278,6,indoor_scene,computer_graphics
4279,9,inertial_measurements,o
4280,4,initial_findings,o
4281,17,input_image,computer_graphics
4282,10,interaction,o
4283,5,interactive_computer_graphics,computer_graphics
4284,5,interactive_projection,o
4285,20,intuitive,o
4286,9,invariance,o
4287,3,irregular_objects,o
4288,4,isosurfaces,computer_graphics
4289,15,iterative_method,o
4290,28,kalman,o
4291,8,key_step,o
4292,4,key_task,o
4293,5,keyword_query,data_structures
4294,11,kinect,computer_graphics
4295,3,kinect_sensor,computer_graphics
4296,8,kinematics,o
4297,3,kullback-leibler_divergence,o
4298,3,large-eddy_simulation,computer_graphics
4299,10,laser_scanning,o
4300,3,lasso,o
4301,3,lbp_codes,computer_graphics
4302,5,ldct,o
4303,4,learning_evaluation,machine_learning
4304,12,lesion,o
4305,4,level,o
4306,19,level_set,o
4307,9,light_field,o
4308,4,light_scattering,o
4309,15,linear_equation,o
4310,20,liquid,o
4311,3,liquid-gas,o
4312,10,lisa,o
4313,6,low-rank_matrix,o
4314,7,low_contrast,o
4315,4,low_number,o
4316,7,luminance,computer_graphics
4317,15,machine_vision,computer_graphics
4318,4,machine_vision_system,computer_graphics
4319,4,macroscopic,o
4320,3,main_bottleneck,o
4321,6,main_factors,o
4322,18,main_idea,o
4323,5,major_part,o
4324,16,manipulating,o
4325,3,marker,o
4326,3,markerless,o
4327,3,mars,o
4328,4,material,o
4329,5,material_design,o
4330,5,mathematical_theory,o
4331,38,matlab,computer_programming
4332,6,maximum_weight,o
4333,14,measurement_method,o
4334,82,measuring,o
4335,4,media,o
4336,6,median_filter,computer_graphics
4337,12,medical,o
4338,18,medical_image,computer_graphics
4339,25,merging,o
4340,5,methodologies,o
4341,5,microscope,o
4342,9,microsoft_kinect,computer_graphics
4343,5,microsoft_kinect_sensor,computer_graphics
4344,31,minimization,o
4345,3,mobile_robotics,o
4346,5,moisture_content,o
4347,4,morphological_filters,computer_graphics
4348,19,morphology,o
4349,3,mountainous_area,o
4350,37,movement,o
4351,5,movement_data,computer_graphics
4352,95,moving,o
4353,13,moving_object,computer_graphics
4354,3,moving_train,o
4355,14,multiple,o
4356,5,multiple_computers,distributed_computing
4357,5,multiple_objects,o
4358,6,navigating,o
4359,5,neck,o
4360,9,noise_level,o
4361,5,nonlinear_regression,machine_learning
4362,4,nonlocal_means_denoising,computer_graphics
4363,11,numerical_analysis,o
4364,6,numerical_implementation,o
4365,38,object_detection,computer_graphics
4366,5,object_recognition,computer_graphics
4367,3,object_surface,o
4368,8,opencv,computer_programming
4369,3,opengl,computer_graphics
4370,5,opensees,software_engineering
4371,22,optical_flow,computer_graphics
4372,4,optical_lenses,o
4373,3,organ,o
4374,3,orientation,o
4375,3,outdoor_scenes,computer_graphics
4376,3,panorama,computer_graphics
4377,377,paper_presents,o
4378,3,parallelism,o
4379,3,parameterization,o
4380,32,patch,o
4381,24,perception,o
4382,3,perfect_matching,computer_graphics
4383,112,performing,o
4384,12,phantom,o
4385,4,phase_retrieval,o
4386,9,photograph,o
4387,3,photometry,o
4388,15,picture,o
4389,4,pluto,o
4390,24,point_cloud,computer_graphics
4391,13,point_cloud_data,computer_graphics
4392,10,polygon,o
4393,4,polymer,o
4394,6,popular_method,o
4395,5,posture,o
4396,4,practical_relevance,o
4397,4,practical_solutions,o
4398,6,procedural_modeling,o
4399,83,procedure,o
4400,741,processing,o
4401,5,processing_data,data_structures
4402,23,processing_techniques,o
4403,3,proposed_device,o
4404,3,proposed_filter,o
4405,3,pvdf,o
4406,5,quantitative_measurement,o
4407,4,radiography,o
4408,68,ranging,o
4409,4,ray-tracing,computer_graphics
4410,7,real-time_performance,o
4411,5,real_environment,o
4412,7,real_scene,o
4413,8,realism,o
4414,13,reality,o
4415,11,reality_technology,computer_graphics
4416,5,recent_developments,o
4417,6,recognition,o
4418,72,reconstruction,o
4419,28,recording,o
4420,7,reduced_data,o
4421,6,reflectance,computer_graphics
4422,4,refraction,o
4423,33,registration,o
4424,3,related_fields,o
4425,7,reliability_analysis,o
4426,4,remote_monitoring,o
4427,24,render,o
4428,9,rendering,computer_graphics
4429,4,research_attention,o
4430,60,resolution,o
4431,27,resonance,computer_graphics
4432,3,retrieval,o
4433,12,rgb-d,computer_graphics
4434,8,rgb-d_data,computer_graphics
4435,7,rice,o
4436,3,riemannian_metric,o
4437,3,robust_estimation,o
4438,4,room_temperature,o
4439,16,saliency_detection,computer_graphics
4440,10,salient_object,o
4441,8,salient_object_detection,computer_graphics
4442,7,satellite_images,computer_graphics
4443,3,scale_invariant_feature_transform,o
4444,89,scene,o
4445,14,segmentation,o
4446,22,segmenting,o
4447,3,self-occlusion,computer_graphics
4448,15,sensor_fusion,o
4449,6,sensor_technology,o
4450,32,shape,o
4451,5,shape_modeling,computer_graphics
4452,5,sheet,o
4453,15,shell,o
4454,10,short_time,o
4455,7,sign_language,computer_graphics
4456,8,simple_method,o
4457,4,simulated_scenes,computer_graphics
4458,3,simultaneous_localization,computer_graphics
4459,7,situ,o
4460,8,size_distribution,o
4461,7,slam,o
4462,12,slice,o
4463,7,smooth_surface,o
4464,11,smoothness,o
4465,4,soluble_tannins,o
4466,19,space,o
4467,15,spatial_distribution,algorithm_design
4468,3,spatial_structure,o
4469,15,specimen,o
4470,8,speckle_pattern,computer_graphics
4471,4,spectral_response,o
4472,5,spectroscopy,o
4473,4,standard_computer,o
4474,4,standard_tool,o
4475,8,stereo_camera,o
4476,13,stereo_matching,computer_graphics
4477,5,stereo_video,o
4478,12,stereo_vision,computer_graphics
4479,4,stitching,computer_graphics
4480,33,subject_descriptors,o
4481,6,subtraction,computer_graphics
4482,3,superpixel_level,o
4483,10,superpixels,computer_graphics
4484,8,surf,o
4485,11,surface,o
4486,5,surface_mesh,computer_graphics
4487,11,surface_reconstruction,computer_graphics
4488,4,surface_representation,computer_graphics
4489,8,surface_roughness,computer_graphics
4490,3,surface_topography,computer_graphics
4491,3,surgery,o
4492,21,synthetic_aperture_radar,o
4493,3,target,o
4494,5,target_image,computer_graphics
4495,8,target_object,o
4496,7,taylor,o
4497,4,teleoperation,o
4498,52,temperature,o
4499,4,terahertz,o
4500,7,terrestrial_laser_scanner,o
4501,3,terrestrial_laser_scanning,o
4502,16,texture,o
4503,14,texture_analysis,o
4504,10,thermal_conductivity,o
4505,11,thermal_image,computer_graphics
4506,4,thermograms,computer_graphics
4507,22,thickness,o
4508,11,thin_film,o
4509,4,thread-level_parallelism,distributed_computing
4510,32,time-consuming,o
4511,6,time-consuming_process,o
4512,6,time-frequency_analysis,o
4513,20,tracing,computer_graphics
4514,10,tracking,o
4515,8,traditional_algorithm,o
4516,5,traditional_methods,o
4517,5,transformation,o
4518,3,transport_phenomena,o
4519,18,triangle,o
4520,3,triangulated_surfaces,computer_graphics
4521,15,tumor,o
4522,3,typical_problems,o
4523,18,ultrasound,o
4524,11,unmanned_aerial_vehicles,computer_graphics
4525,13,user_interaction,software_engineering
4526,4,vascular_imaging,computer_graphics
4527,6,vast_majority,o
4528,4,vast_range,o
4529,14,vector_field,o
4530,162,video,o
4531,4,video_clip,o
4532,19,video_surveillance,computer_graphics
4533,5,view_point,o
4534,13,virtual_object,computer_graphics
4535,35,virtual_reality,computer_graphics
4536,353,vision,o
4537,9,vision_sensor,computer_graphics
4538,20,vision_system,computer_graphics
4539,4,visual_appearance,computer_graphics
4540,7,visual_attention,o
4541,5,visual_odometry,computer_graphics
4542,9,visual_tracking,computer_graphics
4543,4,visual_vocabulary,o
4544,3,voxels,computer_graphics
4545,9,wear,o
4546,4,weave_pattern,computer_graphics
4547,15,x-ray,o
4548,4,x-ray_testing,o
4549,7,x-ray_tomography,o
4550,4,3-d_reconstruction,computer_graphics
4551,4,3d_building_models,computer_graphics
4552,5,3d_gis,o
4553,10,abnormality,o
4554,9,access,o
4555,9,access_point,network_security
4556,5,accident,o
4557,20,accounting,o
4558,5,achievement_level,o
4559,3,active_system,o
4560,15,actuator,o
4561,3,additional_experiments,o
4562,3,address,o
4563,7,address_resolution,network_security
4564,8,adverse,o
4565,4,aerial_image,computer_graphics
4566,7,agent,o
4567,24,aggregate,o
4568,3,agricultural_practices,o
4569,16,alarm,o
4570,24,alert,o
4571,8,alert_correlation,o
4572,7,algorithm_performance,algorithm_design
4573,7,altitude,o
4574,3,amplifier,o
4575,1158,analysis,o
4576,17,analysis_result,o
4577,11,analytic_hierarchy,o
4578,12,analytical_model,machine_learning
4579,6,analyzer,o
4580,157,analyzing,o
4581,6,anfis,o
4582,17,anomaly,o
4583,6,ant_colony,machine_learning
4584,4,arcgis,o
4585,5,arp_spoofing_attack,network_security
4586,13,arrival,o
4587,3,art_methods,o
4588,17,asset,o
4589,5,attack,o
4590,3,attack_behavior,network_security
4591,32,attack_graph,network_security
4592,8,attack_method,o
4593,7,attack_scenario,o
4594,12,attack_surface,network_security
4595,63,attacker,o
4596,5,attribute_value,o
4597,26,author,o
4598,4,automated_image_analysis,computer_graphics
4599,9,automated_method,o
4600,5,automated_workflow,o
4601,4,automatic_extraction,o
4602,3,automatic_synthesis,o
4603,3,autonomy,o
4604,16,available_data,o
4605,4,average,o
4606,7,averaging,o
4607,4,back-propagation_neural_network,machine_learning
4608,3,backend,data_structures
4609,4,background_region,o
4610,10,ball,o
4611,5,base,o
4612,4,basic_features,o
4613,6,basic_operation,o
4614,5,basic_principle,o
4615,5,bayesian_estimation,machine_learning
4616,20,bayesian_network,machine_learning
4617,6,benchmark_data,data_structures
4618,6,benchmark_problem,o
4619,5,benefits,o
4620,4,betweenness,o
4621,3,binary_code,computer_programming
4622,7,black_hole,o
4623,5,black_hole_attack,network_security
4624,3,blacklist,network_security
4625,17,blocking,network_security
4626,6,blood_vessels,o
4627,5,blurring,o
4628,16,botnet,network_security
4629,6,brain_project,o
4630,7,breach,o
4631,32,bridge,o
4632,3,broad_category,o
4633,3,broad_set,o
4634,3,burden,o
4635,3,bursting,o
4636,6,business_applications,o
4637,5,business_model,o
4638,3,buttons,o
4639,5,cable,o
4640,4,caida,o
4641,3,calculation,o
4642,9,calculation_method,o
4643,11,calibrate,o
4644,3,camera_motion,computer_graphics
4645,3,campaign,o
4646,13,campus,o
4647,7,cascade,o
4648,3,catchment,o
4649,124,cause,o
4650,5,central_server,o
4651,3,centrality,o
4652,8,centroid,o
4653,5,certificate_revocation,cryptography
4654,39,chain,o
4655,16,characterizing,o
4656,4,checkpointing,network_security
4657,3,chemotherapy,o
4658,3,cids,o
4659,43,city,o
4660,6,classifier,machine_learning
4661,8,clay,o
4662,4,close_range,o
4663,3,close_relationship,o
4664,5,cloud_computing_platform,distributed_computing
4665,8,cloud_model,network_security
4666,4,cluttered_background,computer_graphics
4667,5,cma-es,machine_learning
4668,8,cnn_model,machine_learning
4669,4,co-occurrence,o
4670,5,coap,network_security
4671,3,collaborative_environment,o
4672,3,collected_information,o
4673,7,colour_model,computer_graphics
4674,7,common_method,o
4675,4,common_operations,o
4676,3,commonalities,o
4677,8,communicates,o
4678,4,communication_system_security,cryptography
4679,3,companies,o
4680,4,competitors,o
4681,5,compilation,o
4682,6,complex_background,o
4683,3,complex_environment,o
4684,6,comprehensive_analysis,o
4685,3,comprehensive_application,o
4686,8,comprehensive_evaluation,network_security
4687,7,comprehensive_review,o
4688,3,computational_paradigms,o
4689,3,computer-vision,computer_graphics
4690,3,computer_data,o
4691,5,computer_network_technology,network_security
4692,24,computer_networks,network_security
4693,17,computer_technology,o
4694,6,computer_virus,network_security
4695,8,computing_performance,distributed_computing
4696,29,computing_technology,distributed_computing
4697,3,concordance,o
4698,97,conduct,o
4699,6,considerable_amount,o
4700,20,consist,o
4701,183,consists,o
4702,4,construction_site,o
4703,7,contact_point,o
4704,13,contaminant,o
4705,4,contextual,o
4706,3,continuous_development,o
4707,5,continuous_optimization,algorithm_design
4708,18,contour,o
4709,16,contrary,o
4710,3,control_information,o
4711,10,control_mechanism,distributed_computing
4712,10,control_point,o
4713,12,convenience,o
4714,3,conventional_camera,computer_graphics
4715,6,core_technology,o
4716,4,correlates,o
4717,6,correlation_filter,computer_graphics
4718,3,counterexample,o
4719,25,countermeasure,o
4720,5,credibility,o
4721,4,critical_component,o
4722,7,critical_node,network_security
4723,4,criticality,o
4724,5,cropping,o
4725,3,crown_copyright,o
4726,16,crucial_role,o
4727,10,ct_images,computer_graphics
4728,3,cumulants,o
4729,5,current_paper,o
4730,10,current_research,o
4731,31,cyber,network_security
4732,6,cyber_threats,network_security
4733,4,cyberspace,o
4734,12,daily_life,o
4735,3,damage,o
4736,3,damper,o
4737,3,dark,o
4738,7,data-driven_approach,o
4739,3,data-sets,data_structures
4740,5,data_analyst,o
4741,4,data_assimilation,data_structures
4742,4,data_gravitation,data_structures
4743,4,data_preparation,o
4744,3,dcss,o
4745,58,ddos,network_security
4746,12,ddos_attack,network_security
4747,4,deadlock,network_security
4748,4,decentralization,o
4749,3,declaration,o
4750,3,deconvolution,computer_graphics
4751,11,defect_detection,network_security
4752,19,defender,o
4753,32,defense,o
4754,6,defense_mechanism,o
4755,97,demonstrates,o
4756,7,denial,o
4757,8,density_estimation,o
4758,8,dependency_graph,o
4759,3,ders,o
4760,8,design_alternatives,o
4761,27,destination,o
4762,3,destruction,o
4763,6,detailed_study,o
4764,132,detecting,o
4765,21,detection,o
4766,37,detection_methods,o
4767,5,detection_rules,o
4768,28,detection_system,o
4769,27,detects,o
4770,5,developed_method,o
4771,13,developed_system,o
4772,23,deviation,o
4773,11,diameter,o
4774,9,diffusion_coefficient,o
4775,6,digital_forensics,network_security
4776,3,direct_sunlight,o
4777,10,disaster,o
4778,17,displacement,o
4779,4,disruption,o
4780,11,dissemination,o
4781,9,distinction,o
4782,3,distributed_denial,network_security
4783,3,distributed_denial-of-service,network_security
4784,9,distributed_denial_of_service,network_security
4785,4,distributed_monitoring,o
4786,5,distributed_solution,o
4787,4,diversity,o
4788,7,dns_traffic,network_security
4789,4,dominance,o
4790,14,dos_attacks,network_security
4791,5,dramatic_increase,o
4792,4,drifting,o
4793,19,driving,o
4794,17,droplet,o
4795,11,dynamic_nature,o
4796,4,dynamic_problem,algorithm_design
4797,4,dynamic_topology,o
4798,8,eavesdropping,network_security
4799,4,economic_losses,o
4800,8,economy,o
4801,207,effective,o
4802,22,effective_method,o
4803,3,effective_technique,o
4804,6,efficient,o
4805,3,efficient_analysis,o
4806,11,efficient_use,o
4807,3,electronic_commerce,o
4808,8,elsevier_ltd,o
4809,3,emerging_use,o
4810,11,energy_conservation,o
4811,6,enforcement,o
4812,6,engine,o
4813,43,ensuring,o
4814,6,enterprise_applications,software_engineering
4815,45,entropy,o
4816,4,environment_monitoring,o
4817,6,environmental_factors,o
4818,19,equilibria,o
4819,17,error_rate,o
4820,5,error_value,computer_graphics
4821,6,esns,o
4822,11,essential_part,o
4823,5,essential_task,machine_learning
4824,12,estimation,o
4825,16,evaluation_method,o
4826,6,everyday_life,o
4827,8,excellent,o
4828,5,excellent_results,o
4829,3,excitation,o
4830,3,execution_efficiency,o
4831,4,existing_data,o
4832,5,existing_problems,o
4833,11,existing_system,o
4834,3,existing_technologies,o
4835,3,expected_behavior,o
4836,7,expense,o
4837,15,experimental_analysis,o
4838,6,experimental_method,o
4839,104,experiments,o
4840,3,explosive_hazard_detection,network_security
4841,5,fabric,o
4842,6,fabric_image,computer_graphics
4843,17,face_detection,computer_graphics
4844,3,factors,o
4845,3,fair_comparison,o
4846,5,false_alarm_rate,o
4847,4,fast_computation,o
4848,4,fast_convergence,algorithm_design
4849,4,favour,o
4850,57,feasible,o
4851,17,feature_descriptor,computer_graphics
4852,8,feature_extraction_technique,machine_learning
4853,429,finally,o
4854,6,fine,o
4855,10,finite_automata,algorithm_design
4856,28,firewall,network_security
4857,15,fits,o
4858,4,fixed_network,network_security
4859,19,flash,o
4860,8,flood,o
4861,8,flooding,o
4862,4,floor,o
4863,4,fluorescence_microscopy,o
4864,4,following_question,o
4865,7,footprint,o
4866,8,forecasting_model,machine_learning
4867,6,foreground_object,computer_graphics
4868,18,forensics,o
4869,4,forging,o
4870,6,formal_framework,o
4871,3,formatting,o
4872,11,fraction,o
4873,5,fracture_surface,o
4874,6,frequency_range,o
4875,3,friends,o
4876,4,function,o
4877,8,future_internet,o
4878,5,future_work,o
4879,3,fuzzy_logic_controller,o
4880,86,gain,o
4881,8,game,o
4882,3,game_theoretic_approach,o
4883,12,game_theory,o
4884,3,gathering,o
4885,3,generalizability,o
4886,4,generation,o
4887,33,genetic,o
4888,3,geology,o
4889,5,geometric_constraint,o
4890,4,geometrical_characteristics,o
4891,8,geometry,o
4892,4,geospatial_information,o
4893,4,geostatistics,o
4894,6,global_network,network_security
4895,15,google,o
4896,7,gpu_implementations,o
4897,13,graph_model,machine_learning
4898,7,group_communication,network_security
4899,11,hacker,operating_systems
4900,3,handful,o
4901,3,handheld_device,o
4902,3,hardest_problems,o
4903,6,herein,o
4904,4,hidden,o
4905,9,hidden_behavior,o
4906,14,high-level,o
4907,3,high-level_overview,o
4908,7,high-resolution_image,computer_graphics
4909,4,highway,o
4910,29,home,o
4911,4,home_networks,network_security
4912,3,home_routers,network_security
4913,7,honeynet,network_security
4914,12,honeypot,network_security
4915,4,honeypots,o
4916,7,hopping,o
4917,42,host,o
4918,5,hot_research_topic,o
4919,12,hot_topic,o
4920,6,hotspot,o
4921,3,housing,o
4922,3,hu_moments,o
4923,10,huge_volume,o
4924,4,human_health,o
4925,6,human_operator,computer_graphics
4926,4,human_society,o
4927,3,human_user,o
4928,7,hybrid_model,o
4929,3,hysteresis,o
4930,6,iagre.,o
4931,34,identifies,o
4932,9,idps,operating_systems
4933,6,idss,software_engineering
4934,5,illumination_variation,computer_graphics
4935,4,image_analysis_algorithm,computer_graphics
4936,6,image_analysis_technique,computer_graphics
4937,6,image_intensity,computer_graphics
4938,8,implementation,o
4939,3,implementation_point,o
4940,10,improved_algorithm,o
4941,5,improved_genetic_algorithm,algorithm_design
4942,4,improved_method,o
4943,7,increased_risk,o
4944,138,increasing,o
4945,11,increasing_demand,o
4946,3,individual_pixel,computer_graphics
4947,4,indoor,o
4948,5,inefficiency,o
4949,5,inference_algorithm,algorithm_design
4950,4,information_age,o
4951,3,information_dissemination,o
4952,3,information_distance,o
4953,4,information_integration,o
4954,3,information_needs,o
4955,3,initial_model,o
4956,4,innovation,o
4957,43,input,o
4958,7,integer_programming,computer_programming
4959,7,integrated_system,o
4960,5,intelligent_transportation_system,o
4961,5,intelligent_vehicle,o
4962,5,intercept,o
4963,3,intermediate_nodes,network_security
4964,270,internet,network_security
4965,5,internet_security,network_security
4966,10,internet_traffic,network_security
4967,8,internet_users,network_security
4968,4,internet_worms,network_security
4969,3,interrogation,o
4970,12,intruder,o
4971,41,intrusion,o
4972,67,intrusion_detection,network_security
4973,7,intrusion_detection_method,network_security
4974,13,intrusion_prevention,network_security
4975,5,invariant_moment,o
4976,3,invariant_part,o
4977,15,ip_addresses,network_security
4978,3,ipv4,network_security
4979,16,ipv6,network_security
4980,4,island,o
4981,12,jamming_attack,network_security
4982,3,key_method,o
4983,10,key_point,o
4984,18,key_technology,o
4985,87,kinds,o
4986,5,kullback-leibler,algorithm_design
4987,9,lane,o
4988,4,larger_size,o
4989,14,launch,o
4990,4,learning_tasks,o
4991,5,leds,o
4992,3,levenberg-marquardt,algorithm_design
4993,40,life,o
4994,18,light_source,computer_graphics
4995,9,lighting_conditions,o
4996,5,limited_capability,o
4997,5,linearized_model,algorithm_design
4998,55,link,o
4999,4,link_rate,network_security
5000,5,linkage,o
5001,16,local_area,o
5002,6,local_information,o
5003,7,local_neighborhood,o
5004,3,localization,o
5005,5,log_data,data_structures
5006,4,logger,o
5007,11,logs,o
5008,8,low-rank_approximation,o
5009,5,low_accuracy,o
5010,3,low_power_consumption,o
5011,7,low_voltage,o
5012,5,lower_communication,network_security
5013,6,lstm,machine_learning
5014,5,main_aim,o
5015,12,main_challenge,o
5016,3,main_motivation,o
5017,6,main_steps,o
5018,3,major_drawback,o
5019,3,major_limitation,o
5020,5,major_obstacle,o
5021,4,major_role,o
5022,3,major_threat,o
5023,3,malicious_accounts,o
5024,8,malicious_activities,network_security
5025,13,malicious_attacks,network_security
5026,5,malicious_behavior,network_security
5027,4,malicious_packets,network_security
5028,4,malicious_traffic,network_security
5029,3,malware_sample,o
5030,25,manet,o
5031,3,mangrove,o
5032,3,manual_work,o
5033,10,marking,o
5034,66,markov,o
5035,3,matching_process,o
5036,11,maximal,o
5037,5,maximum_error,o
5038,11,mcmc,algorithm_design
5039,4,mean_absolute_percentage_error,o
5040,5,measures,o
5041,147,mechanism,o
5042,3,memory_contents,o
5043,4,memory_pages,operating_systems
5044,9,metal,o
5045,4,mild_conditions,o
5046,3,military_application,o
5047,3,mining_data,data_structures
5048,14,mitigation,o
5049,11,mitm,o
5050,8,mobile_communication,network_security
5051,8,mobile_computing,distributed_computing
5052,15,mobile_node,network_security
5053,14,mobile_terminal,o
5054,4,mobility_patterns,o
5055,4,mode_shapes,o
5056,4,modular_architecture,software_engineering
5057,69,monitor,o
5058,5,monitoring,o
5059,22,monitoring_system,operating_systems
5060,8,motif,o
5061,6,motion_vector,computer_graphics
5062,3,mucosa,o
5063,13,multi-level,o
5064,3,multi-source_data,data_structures
5065,3,multihop,network_security
5066,15,multipath,network_security
5067,7,multiple_attributes,o
5068,4,multiple_targets,o
5069,5,multiplicative,o
5070,4,multitask,o
5071,4,nanofluids,network_security
5072,9,nash,o
5073,3,nearest_neighborhood,o
5074,12,negative_impact,o
5075,5,neighboring_nodes,network_security
5076,4,network_activities,network_security
5077,16,network_administrator,network_security
5078,4,network_bandwidth,network_security
5079,4,network_behavior,network_security
5080,7,network_communication,network_security
5081,6,network_configuration,o
5082,8,network_connectivity,o
5083,5,network_control,network_security
5084,13,network_data,network_security
5085,8,network_environment,network_security
5086,9,network_flow,network_security
5087,7,network_infrastructure,network_security
5088,15,network_intrusion_detection,network_security
5089,5,network_latency,network_security
5090,18,network_model,network_security
5091,5,network_monitoring,network_security
5092,9,network_nodes,network_security
5093,6,network_operation,network_security
5094,4,network_operators,network_security
5095,4,network_packet,network_security
5096,20,network_performance,network_security
5097,10,network_resource,o
5098,4,network_risk,network_security
5099,354,network_security,network_security
5100,5,network_security_assessment,network_security
5101,5,network_security_constraints,network_security
5102,3,network_security_devices,network_security
5103,7,network_security_issue,network_security
5104,4,network_security_policy,network_security
5105,7,network_security_problem,network_security
5106,3,network_security_protocols,network_security
5107,20,network_security_situation,network_security
5108,3,network_security_situation_assessment,network_security
5109,8,network_security_situation_prediction,network_security
5110,15,network_service,network_security
5111,7,network_system,network_security
5112,14,network_technology,network_security
5113,52,network_traffic,network_security
5114,3,network_traffic_classification,o
5115,4,network_traffic_data,network_security
5116,3,network_usage,o
5117,3,network_users,network_security
5118,12,nids,network_security
5119,3,nidss,network_security
5120,4,node,o
5121,5,node_pair,o
5122,4,non-destructive_testing,o
5123,3,normal_operation,o
5124,4,novel_concept,o
5125,10,novel_framework,o
5126,4,novel_scheme,o
5127,5,novel_strategy,o
5128,4,novel_system,o
5129,4,nozzle,o
5130,8,numerical_control,o
5131,9,numerous_applications,o
5132,8,object,o
5133,5,objects,o
5134,3,occlusion,o
5135,3,occlusion_handling,o
5136,37,occurrence,o
5137,7,office,o
5138,16,offset,o
5139,7,online_monitoring,computer_graphics
5140,24,online_social_network,network_security
5141,4,open_source_library,computer_programming
5142,4,openflow,network_security
5143,3,openflow_protocol,network_security
5144,10,operating_characteristic,o
